答案	題號	題目	year	qtype	uid	Status	Content type	Error Cause	gpt_response	answerletter	reasoning	confidence_answer_likert	classification	confidence_classification_likert	polarity	confidence_polarity_likert	vignette	confidence_vignette_likert	isCorrect	answerletter___img	reasoning___img	picture_decription	picture_helpful	why_picture_helpful	image_type_correct	image_content_correct	image_content_helpful	answerletter_without_picture	confidence_answer_without_picture_likert	isCorrect_image	isCorrect_image_noimg	uid___img	isHigher	isNegative	isClinical	isImage	isImageHelpful	mergedCorrect	mergedConfidence	ECG	Clinical	US	CXR	Plainfilm	CT	OtherImg	CntImg
C	136	"20 歲學生上柔道課撞到右肩膀，主訴疼痛無法活動，下列敘述何者 較不適當？
（Ａ）若右手掌無法碰觸到左邊肩膀，則疑似Anterior dislocation。
（Ｂ）肩膀之 X 光檢查應包含AP view，以及 scapular lateral view。
（Ｃ）肩膀脫臼之併發症，最常見的是肩旋轉肌群之撕裂傷（Rotator cuff tears）。
（Ｄ）神經失用（Neurapraxia）有可能出現，會有 motor 和sensory 之異常，但通常會自行恢復。"	111	text	111_136	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""While rotator cuff tears can occur with shoulder dislocations, they are not the most common complication. The most common complication is actually recurrent dislocation, especially in young, active individuals."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"While rotator cuff tears can occur with shoulder dislocations, they are not the most common complication. The most common complication is actually recurrent dislocation, especially in young, active individuals."	5	Higher	5	Negative	5	With Vignette	5	1														1	1	1	0	9	1	5	0	0	0	0	0	0	0	0
B	137	"對於病人的神經學檢查，下列敘述何者 較適當？
（Ａ）用筆燈檢查雙眼時，發現病人單側瞳孔放大，可能是單側第二對腦神經的問題。
（Ｂ）昏迷病人，醫師可握持病人前臂並觀察是否有內轉或下沉，以評估是否有上肢無力的問題。
（Ｃ）若為週邊性第七對腦神經有問題，則同側顏面嘴角歪斜，眼睛閉不緊，但仍會有抬頭紋。
（Ｄ）若為中樞性第七對腦神經有問題，則對側顏面上下均會受到影響，包括抬頭紋消失，嘴角歪斜。"	111	text	111_137	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The statement in option C is correct. Peripheral lesions of the facial nerve (cranial nerve VII) can cause ipsilateral facial weakness, including the inability to close the eye and drooping of the mouth, but forehead wrinkling is preserved because of the bilateral upper facial innervation."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The statement in option C is correct. Peripheral lesions of the facial nerve (cranial nerve VII) can cause ipsilateral facial weakness, including the inability to close the eye and drooping of the mouth, but forehead wrinkling is preserved because of the bilateral upper facial innervation."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
B	138	"頭部外傷病人的腦疝症候群，若有雙側針狀瞳孔、雙側巴氏徵象
（Babinski’s）和肌張力增加，較可能 是下列何種腦疝？
（Ａ）鉤狀（uncal transtentorial）腦疝。
（Ｂ）中央（central transtentorial）腦疝。
（Ｃ）小腦扁桃體（cerebellotonsillar）腦疝。
（Ｄ）後顱窩向上（upward posterior fossa）腦疝。"	111	text	111_138	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The symptoms described in the question, such as bilateral pinpoint pupils, bilateral Babinski's sign, and increased muscle tone, are indicative of central transtentorial herniation. This type of brain herniation is characterized by downward displacement of the diencephalon through the tentorial notch. It is often associated with severe head trauma and can lead to significant neurological deficits and even death if not promptly treated."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The symptoms described in the question, such as bilateral pinpoint pupils, bilateral Babinski's sign, and increased muscle tone, are indicative of central transtentorial herniation. This type of brain herniation is characterized by downward displacement of the diencephalon through the tentorial notch. It is often associated with severe head trauma and can lead to significant neurological deficits and even death if not promptly treated."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
A	139	"硬皮症（Scleroderma）病人出現急性腎性危象（renal crisis）時，下列治療藥物何者 較適當？
（Ａ）血管收縮素轉化?抑制劑（angiotensin-converting enzyme inhibitor）。
（Ｂ）乙型受體阻斷劑（beta-blocker）。
（Ｃ）胺甲蝶呤（Methotrexate）。
（Ｄ）高劑量皮質類固醇（corticosteroid）。"	111	text	111_139	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""In the case of a scleroderma renal crisis, the most appropriate treatment is an angiotensin-converting enzyme inhibitor. This is because ACE inhibitors can help to reduce blood pressure and protect the kidneys, which are both important in managing a renal crisis in scleroderma patients."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"In the case of a scleroderma renal crisis, the most appropriate treatment is an angiotensin-converting enzyme inhibitor. This is because ACE inhibitors can help to reduce blood pressure and protect the kidneys, which are both important in managing a renal crisis in scleroderma patients."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
C	140	"62 歲男性，曾有降結腸處憩室炎病史，這次又因為左下腹痛就診，診斷懷疑為憩室炎復發。生命徵象正常，下列敘述何者 較適當？
（Ａ）安排電腦斷層檢查。
（Ｂ）常規給予抗生素治療。
（Ｃ）抗生素可選擇 Metronidazole  加上 Ciprofloxacin。
（Ｄ）若病人長期使用鴉片類止痛藥，不會增加憩室炎穿孔的風險。"	111	text	111_140	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The patient is suspected of having a recurrence of diverticulitis. Antibiotics are a common treatment for diverticulitis, and the combination of Metronidazole and Ciprofloxacin is a common choice for this condition. The other options are less appropriate: CT scans (A) are not always necessary in cases of uncomplicated diverticulitis, routine antibiotics (B) may not be specific enough, and long-term use of opioids (D) can indeed increase the risk of diverticulitis perforation."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The patient is suspected of having a recurrence of diverticulitis. Antibiotics are a common treatment for diverticulitis, and the combination of Metronidazole and Ciprofloxacin is a common choice for this condition. The other options are less appropriate: CT scans (A) are not always necessary in cases of uncomplicated diverticulitis, routine antibiotics (B) may not be specific enough, and long-term use of opioids (D) can indeed increase the risk of diverticulitis perforation."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
D	141	"下列有關孕婦產程之描述，何者 較適當？
（Ａ）活躍期（active phase）為子宮頸開到 3-4 公分，初產婦每小時子宮頸約擴張 1.5 公分。
（Ｂ）第一期（first stage）為破水後至子宮頸完全擴張。
（Ｃ）第三期（third stage）為子宮頸全開到胎兒產出，初產婦平均時間為經產婦兩倍以上。
（Ｄ）潛伏期（latent phase）為不規則子宮收縮，子宮頸開始軟化變薄，為生產前預備時期。"	111	text	111_141	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The latent phase (潛伏期) is characterized by irregular uterine contractions and the beginning of cervical softening and thinning, which is a preparatory period before childbirth. This is the most appropriate description among the options provided."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 4,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The latent phase (潛伏期) is characterized by irregular uterine contractions and the beginning of cervical softening and thinning, which is a preparatory period before childbirth. This is the most appropriate description among the options provided."	5	Higher	4	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
C	142	"29 歲男性，有吸毒前科。1 個多月前開始呼吸困難，其後逐漸加重，且伴有食慾不振，偶有端立性呼吸困難，咳嗽，終至雙腳水腫及減少尿量。血壓 102/64 mmHg、心跳 140  次/min、體溫 38.5℃、呼吸 37 次/min、有貧血及雙側肺部有濕囉聲、心臟聽診有心雜音、有 S3、X 光顯示心臟擴大。腹部未有肝脾腫大、雙腳水腫，皮膚冷汗，有紫斑及出血痕斑。血液細菌培養呈現：Viridans streptococci。依據Duke Criteria 診斷急性心內膜炎的根據是？
（Ａ）2 major criteria。
（Ｂ）5 minor criteria。
（Ｃ）1 major criterion & 3 minor criteria。
（Ｄ）2 major criteria & 2 minor criteria。"	111	text	111_142	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""According to the Duke Criteria for diagnosing infective endocarditis, the presence of 2 major criteria is sufficient for a diagnosis. In this case, the patient has positive blood cultures for Viridans streptococci (a common cause of infective endocarditis) and evidence of endocardial involvement (heart murmur, enlarged heart on X-ray), which are both major criteria."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"According to the Duke Criteria for diagnosing infective endocarditis, the presence of 2 major criteria is sufficient for a diagnosis. In this case, the patient has positive blood cultures for Viridans streptococci (a common cause of infective endocarditis) and evidence of endocardial involvement (heart murmur, enlarged heart on X-ray), which are both major criteria."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	143	"關於在急診進行呼吸道的處置，下列敘述何者 較適當？
（Ａ）成年人插管時，需將肩部墊高 10 公分，維持外耳（external ear）與胸骨切跡（sternal notch）對齊，以取得最佳的聲門視野。
（Ｂ）成年人插管時，可使用BURP（backward-upward-rightward pressure）施加壓力於環狀軟骨，應避免 Sellick 法，以免阻礙聲門視野。
（Ｃ）嬰兒因為有較大的頭部、較小的舌頭、較小的下頷骨和較前位的喉部，故需將肩部墊高，以取得最佳的聲門視野。
（Ｄ）9 歲男童，體重 30 公斤，臨床判斷為會厭炎（epiglottitis）併急性呼吸衰竭，執行針刺環甲膜切開術（needle cricothyrotomy）後，可接上 15 psi 的氧氣通氣。"	111	text	111_143	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""In adult intubation, it is appropriate to elevate the shoulders by 10 cm to align the external ear with the sternal notch for the best view of the glottis. This position, known as the 'sniffing position', optimizes the alignment of the oral, pharyngeal, and laryngeal axes, which facilitates direct laryngoscopy and tracheal intubation."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"In adult intubation, it is appropriate to elevate the shoulders by 10 cm to align the external ear with the sternal notch for the best view of the glottis. This position, known as the 'sniffing position', optimizes the alignment of the oral, pharyngeal, and laryngeal axes, which facilitates direct laryngoscopy and tracheal intubation."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
B	144	"40 歲頸部腫瘤病人，5 天前剛做完氣切造口術（tracheostomy），因咳嗽造成氣切呼吸管滑脫。血氧濃度 95%，呼吸平順但有一點痰音。要重新置換氣切呼吸管，下列處置何者 較適當？
（Ａ）使用支氣管鏡置換。
（Ｂ）由有經驗的外科醫師更換。
（Ｃ）使用 obturator 及準備小一號的氣切呼吸管。
（Ｄ）使用 modified Seldinger technique（以鼻胃管或抽痰管當作 guidewire）。"	111	text	111_144	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""In this scenario, the patient has a tracheostomy tube that has dislodged due to coughing. The patient is stable with a blood oxygen concentration of 95% and smooth breathing with a little sputum sound. The most appropriate action would be to replace the tracheostomy tube using an obturator and preparing a smaller size tracheostomy tube (option C). This is because the obturator helps guide the tube into the trachea and a smaller size tube would be easier to insert and less likely to cause trauma. Using a bronchoscope (option A) or modified Seldinger technique (option D) would be more appropriate for initial placement of a tracheostomy tube, not for replacement. Having an experienced surgeon replace the tube (option B) is not necessary as this is a common procedure that can be performed by any trained healthcare provider."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"In this scenario, the patient has a tracheostomy tube that has dislodged due to coughing. The patient is stable with a blood oxygen concentration of 95% and smooth breathing with a little sputum sound. The most appropriate action would be to replace the tracheostomy tube using an obturator and preparing a smaller size tracheostomy tube (option C). This is because the obturator helps guide the tube into the trachea and a smaller size tube would be easier to insert and less likely to cause trauma. Using a bronchoscope (option A) or modified Seldinger technique (option D) would be more appropriate for initial placement of a tracheostomy tube, not for replacement. Having an experienced surgeon replace the tube (option B) is not necessary as this is a common procedure that can be performed by any trained healthcare provider."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	145	"有關不同位置的pericardiocentesis approaches 方法敘述何者 較不適當？
（Ａ）Apical approach  ：因為最靠近左心房最容易造成 ventricular puncture，需要小心氣胸風險 ，但是優點為最靠近 pericardium 路徑最短。
（Ｂ）Parasternal approach：下針的位置為第五intercostal space 靠近 sternal margin，需要小心穿刺 internal thoracic vessels  及氣胸風險 。
（Ｃ）Subxiphoid approach：路徑較長，如果手持角度過於垂直皮膚，容易造成穿刺peritoneal cavity  且若方向過於偏中線，會增加右心房穿刺風險，但是優點為氣胸的風險相對較小。
（Ｄ）如果手邊沒有超音波可以使用，可以將心電圖機器 V4 導聯的接上針端，如果突然有寬的 QRS 出現，就須小心針尖刺到了 myocardium  。"	111	text	111_145	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""Option D is inappropriate because it suggests using an ECG machine in the absence of an ultrasound, which is not a standard or safe practice. The ECG machine is not designed to guide pericardiocentesis and using it in this way could lead to complications such as puncturing the myocardium."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"Option D is inappropriate because it suggests using an ECG machine in the absence of an ultrasound, which is not a standard or safe practice. The ECG machine is not designed to guide pericardiocentesis and using it in this way could lead to complications such as puncturing the myocardium."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
D	146	"9 歲男童，因急性腹痛及相關症狀被父母帶來急診，下列敘述何者 較適當？
（Ａ）若是急性闌尾炎，這年紀的病人約 70%初始會感到肚臍周圍痛，然後痛轉到右下腹，並有發燒及嘔吐情形。
（Ｂ）若有嘔吐合併腹瀉情形，基本上可以排除急性闌尾炎的可能性。
（Ｃ）請小朋友用力咳或是走路、跳躍是無法幫忙判斷腹膜炎。
（Ｄ）超音波下若發現闌尾直徑 7 mm，壁厚 3 mm 且無法壓扁（non- compressibility）特性，基本上可以下闌尾炎診斷。"	111	text	111_146	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The statement D is the most appropriate. An ultrasound finding of an appendix with a diameter of 7mm, a wall thickness of 3mm, and non-compressibility is a strong indicator of appendicitis. The other options are not as definitive. While option A describes a common presentation of appendicitis, it is not always the case. Option B is incorrect as vomiting and diarrhea can occur in appendicitis. Option C is also incorrect as asking the child to cough or move can help determine peritonitis, a complication of appendicitis."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The statement D is the most appropriate. An ultrasound finding of an appendix with a diameter of 7mm, a wall thickness of 3mm, and non-compressibility is a strong indicator of appendicitis. The other options are not as definitive. While option A describes a common presentation of appendicitis, it is not always the case. Option B is incorrect as vomiting and diarrhea can occur in appendicitis. Option C is also incorrect as asking the child to cough or move can help determine peritonitis, a complication of appendicitis."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
B	147	"40 歲女性，因為上腹痛、胸痛、嘔吐與吞嚥困難 2 天。今天因為突然出現發燒（38.5℃）來急診。身體診察發現頸部有皮下氣腫，下列敘述何者 較適當？
（Ａ）此病人並未出現Mackler’s triad。
（Ｂ）先做胸部或直立腹部X 光檢查。
（Ｃ）可以安排內視鏡檢查。
（Ｄ）先安排胸部電腦斷層，再考慮食道顯影檢查。"	111	text	111_147	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms of upper abdominal pain, chest pain, vomiting, difficulty swallowing, fever, and the physical examination finding of subcutaneous emphysema in the neck suggest a possible esophageal rupture. The most appropriate next step in management is to obtain imaging studies to confirm the diagnosis. A chest or upright abdominal X-ray is often the first imaging study obtained because it can show evidence of free air in the mediastinum or abdomen, which is suggestive of esophageal rupture. Mackler’s triad of vomiting, lower chest pain and subcutaneous emphysema is suggestive of esophageal rupture, but its absence does not rule out the condition. Endoscopy is generally avoided initially because of the risk of worsening the perforation. A CT scan of the chest may also be helpful, but it is not typically the first imaging study obtained."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms of upper abdominal pain, chest pain, vomiting, difficulty swallowing, fever, and the physical examination finding of subcutaneous emphysema in the neck suggest a possible esophageal rupture. The most appropriate next step in management is to obtain imaging studies to confirm the diagnosis. A chest or upright abdominal X-ray is often the first imaging study obtained because it can show evidence of free air in the mediastinum or abdomen, which is suggestive of esophageal rupture. Mackler’s triad of vomiting, lower chest pain and subcutaneous emphysema is suggestive of esophageal rupture, but its absence does not rule out the condition. Endoscopy is generally avoided initially because of the risk of worsening the perforation. A CT scan of the chest may also be helpful, but it is not typically the first imaging study obtained."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
A	148	"76 歲婦女嗜睡 3 天，有時候會醒來，但是自言自語，答非所問且日夜顛倒。今天變得更嚴重，不起床吃早餐，家屬送至急診。有關此病人之評估方式，何者 較適當？
（Ａ）混亂評估量表（Confusion Assessment Methods）。
（Ｂ）簡短智能測驗（Mini-Mental State Examination）。
（Ｃ）辨別老人風險篩檢的工具（Identification of Seniors at Risk）。
（Ｄ）臨床失智評估量表（Clinical Dementia Rating）。"	111	text	111_148	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The patient's symptoms of somnolence, confusion, and disorientation suggest a state of delirium. The Confusion Assessment Method (CAM) is a diagnostic algorithm that has been validated for the identification of delirium in both clinical and research settings. It is more appropriate than the other options which are used for assessing cognitive impairment (MMSE), risk in elderly patients (ISAR), and dementia (CDR)."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The patient's symptoms of somnolence, confusion, and disorientation suggest a state of delirium. The Confusion Assessment Method (CAM) is a diagnostic algorithm that has been validated for the identification of delirium in both clinical and research settings. It is more appropriate than the other options which are used for assessing cognitive impairment (MMSE), risk in elderly patients (ISAR), and dementia (CDR)."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
C	149	"關於 Amiodarone 的使用，下列何者 較不適當？
（Ａ）一天的劑量總和不可超過 2.2 g。
（Ｂ）藥劑需要用 5% dextrose water 泡製。
（Ｃ）需要依照腎功能調整劑量。
（Ｄ）跟 Warfarin 合用時，需要減少劑量。"	111	text	111_149	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""Amiodarone is primarily metabolized in the liver, not the kidneys. Therefore, it is not necessary to adjust the dose based on kidney function. The other options are appropriate: the daily dose should not exceed 2.2g, the drug needs to be prepared with 5% dextrose water, and when used with Warfarin, the dose needs to be reduced."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"Amiodarone is primarily metabolized in the liver, not the kidneys. Therefore, it is not necessary to adjust the dose based on kidney function. The other options are appropriate: the daily dose should not exceed 2.2g, the drug needs to be prepared with 5% dextrose water, and when used with Warfarin, the dose needs to be reduced."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
D	150	"關於在急診進行管路的放置，下列敘述何者 較適當？
（Ａ）可常規放置鼻胃管來治療腸阻塞（ileus）的病人。
（Ｂ）用尿管置換空腸造口術（jejunostomy）的管路時，可將球囊充氣，避免滑脫。
（Ｃ）張力性氣胸做針刺減壓時，可在胸壁最薄的第二肋間鎖骨中線處下針。
（Ｄ）創傷性血胸在置入胸管後，若臨床惡化，可夾住胸管並送入開刀房作緊急開胸手術。"	111	text	111_150	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""In the case of a traumatic hemothorax, if the patient's condition worsens after the placement of a chest tube, it is appropriate to clamp the chest tube and rush the patient to the operating room for emergency thoracotomy. The other options are less appropriate or incorrect. For example, routinely placing a nasogastric tube to treat patients with ileus is not always necessary and can sometimes cause complications. Similarly, inflating the balloon of a catheter when replacing a jejunostomy tube can lead to tube dislodgement. Lastly, when performing needle decompression for a tension pneumothorax, the needle should be inserted at the second intercostal space at the midclavicular line, not where the chest wall is thinnest."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"In the case of a traumatic hemothorax, if the patient's condition worsens after the placement of a chest tube, it is appropriate to clamp the chest tube and rush the patient to the operating room for emergency thoracotomy. The other options are less appropriate or incorrect. For example, routinely placing a nasogastric tube to treat patients with ileus is not always necessary and can sometimes cause complications. Similarly, inflating the balloon of a catheter when replacing a jejunostomy tube can lead to tube dislodgement. Lastly, when performing needle decompression for a tension pneumothorax, the needle should be inserted at the second intercostal space at the midclavicular line, not where the chest wall is thinnest."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
C	151	"40 歲女性，主訴腹脹不適至急診，因不孕症一星期前有打排卵針，請問下列敘述何者 較適當？
（Ａ）可考慮雙手骨盆腔檢查（bimanual pelvic examination）。
（Ｂ）症狀可能會有多尿、腹脹、呼吸喘、體重增加。
（Ｃ）腹脹合併大量腹水，可考慮經陰道超音波腹水引流。
（Ｄ）重度病人通常卵巢腫大不超過 8 公分。"	111	text	111_151	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms of abdominal bloating and discomfort, along with her recent use of ovulation-inducing drugs, suggest the possibility of ovarian hyperstimulation syndrome (OHSS). This condition can cause symptoms such as increased urination, abdominal bloating, difficulty breathing, and weight gain, which aligns with option B."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms of abdominal bloating and discomfort, along with her recent use of ovulation-inducing drugs, suggest the possibility of ovarian hyperstimulation syndrome (OHSS). This condition can cause symptoms such as increased urination, abdominal bloating, difficulty breathing, and weight gain, which aligns with option B."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
B	152	"關於肩頸部疼痛的神經學檢查，下列敘述何者 較不適當？
（Ａ）頸椎間盤突出症一般較常發生在頸椎 C5/6 和 C6/7。
（Ｂ）Valsalva maneuver 增加疼痛，較可能是肌肉骨骼性疼痛。
（Ｃ）左臂肌肉僵硬或外展上舉疼痛增加，較可能是肌肉骨骼性疼痛。
（Ｄ）屈頸下巴貼近胸壁產生疼痛傳到右手臂，較可能是神經根壓迫。"	111	text	111_152	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The Valsalva maneuver is a technique that can increase intrathoracic and intra-abdominal pressure, which can exacerbate pain caused by a herniated disc or nerve root compression. It is not typically associated with musculoskeletal pain."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The Valsalva maneuver is a technique that can increase intrathoracic and intra-abdominal pressure, which can exacerbate pain caused by a herniated disc or nerve root compression. It is not typically associated with musculoskeletal pain."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
C	153	"18 歲女性，體重 45 公斤，服用 30 顆Acetaminophen（500 mg/顆）自殺，
4 小時後被送至急診，主訴噁心且上腹疼痛，意識清醒，生命徵象穩定。
抽血檢查發現 GPT 28 IU/L，GOT 32 IU/L，T-Bil 0.8 mg/dL，血中 Acetaminophen 濃度為 250 mg/L，下列敘述何者 較適當？
（Ａ）服用藥物後 24 小時檢查肝指數仍正常，表示中毒程度並不嚴重，可返家觀察。
（Ｂ）5 天後出現腎臟衰竭，較不可能是 Acetaminophen 中毒引起，應找尋其他原因。
（Ｃ）開始使用N-acetylcysteine 的治療，並辦理住院。
（Ｄ）安排病人住院觀察，可暫不給予 N-acetylcysteine，密切追蹤肝指數，若有升高再給予解毒劑。"	111	text	111_153	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The patient has ingested a potentially lethal dose of Acetaminophen (15g, considering the weight and number of pills). The blood concentration of Acetaminophen is also high. N-acetylcysteine is a known antidote for Acetaminophen poisoning and should be started as soon as possible to prevent liver damage. Waiting for liver indices to rise (option D) could result in irreversible damage. Options A and B are incorrect as they underestimate the severity of the situation."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The patient has ingested a potentially lethal dose of Acetaminophen (15g, considering the weight and number of pills). The blood concentration of Acetaminophen is also high. N-acetylcysteine is a known antidote for Acetaminophen poisoning and should be started as soon as possible to prevent liver damage. Waiting for liver indices to rise (option D) could result in irreversible damage. Options A and B are incorrect as they underestimate the severity of the situation."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
